aggregation,auc,auc_hi,auc_lo,baseline_auc,flank,mode,n_chunks,rho_off,rho_on,scorer,tokens,total_nt,transform
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_mono
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_mono
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_mono
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_mono
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,20160,recursive,14,-0.00358770126004312,-0.21401449864527766,markov5,527,40602,shuffle_mono
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,25920,recursive,18,-0.00358770126004312,-0.21401449864527766,markov5,527,52122,shuffle_mono
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,31680,recursive,22,-0.00358770126004312,-0.21401449864527766,markov5,527,63642,shuffle_mono
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
min,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
nearest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
farthest,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,40320,recursive,28,-0.00358770126004312,-0.21401449864527766,markov5,527,80922,shuffle_mono
mean,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
median,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
max,0.3845355474831344,0.4426069295979557,0.3310812360293419,0.6641152049818371,1440,recursive,1,-0.00358770126004312,-0.21401449864527766,markov5,527,3162,shuffle_dinuc
