auc,auc_hi,auc_lo,chunk_index,distance_nt,rho_off,rho_on,scorer,transform
0.408562532433835,0.465292045219905,0.35128763759845205,1,1440,0.005399577222358826,-0.046887827859037404,nt_v2_50m,shuffle_dinuc
0.2936948624805397,0.34704732090890605,0.2433956317503659,2,2880,0.05518361529973223,-0.10225211644920103,nt_v2_50m,shuffle_dinuc
0.5418007265179035,0.595185231301695,0.4852727400389223,3,4320,-0.028279956622714972,0.027819906236621013,nt_v2_50m,shuffle_dinuc
0.2684743124026985,0.3211547519421287,0.218250222000222,4,5760,0.08572315837877327,-0.056300324602723745,nt_v2_50m,shuffle_dinuc
0.3409704203425013,0.39771033704957304,0.2896905482973181,5,7200,-0.029549888069637924,-0.09537578616489718,nt_v2_50m,shuffle_dinuc
0.32542812662169174,0.378817963765749,0.2731765547579615,6,8640,0.06283046681540023,-0.10000406426793625,nt_v2_50m,shuffle_dinuc
0.46079398028022833,0.5179152341511695,0.40535256490414173,7,10080,-0.11389481841156301,-0.16293807397841376,nt_v2_50m,shuffle_dinuc
0.4456408925791386,0.5018517932290154,0.3889087042537517,8,11520,-0.09083489343928774,-0.20877658890692763,nt_v2_50m,shuffle_dinuc
0.4332900882200311,0.48904033995081836,0.37771322071298585,9,12960,-0.07246799606000431,-0.2500451640268993,nt_v2_50m,shuffle_dinuc
0.38092890503373117,0.43800808908603184,0.32697760434267237,10,14400,-0.0021587357365480367,-0.045264338498797026,nt_v2_50m,shuffle_dinuc
0.38432797093928384,0.43986613231591526,0.3287395845912329,11,15840,-0.03612869376547794,-0.20462621965154987,nt_v2_50m,shuffle_dinuc
0.35163466528282306,0.40588393194307365,0.2997704548947329,12,17280,-0.03697089352526526,-0.25644765125606983,nt_v2_50m,shuffle_dinuc
0.311909704203425,0.36529405531488635,0.26065799999303363,13,18720,0.06939996967613181,-0.06233740832802643,nt_v2_50m,shuffle_dinuc
0.4558640373637779,0.5137232123549048,0.39776676224597934,14,20160,-0.12149072797638505,-0.14685280635532497,nt_v2_50m,shuffle_dinuc
