task,reward,seed,batches,final,n,mean_score,specificity_regret,crosstalk_rate,success_rate,mean_on_target,mean_off_target,reward_achieved
swap,margin,3,150,1,200,0.65622523026,0.26804286274,0.005,0.745,0.8583714749949999,0.20214624473500004,0.65622523026
swap,margin,4,0,0,60,0.5911567110666667,0.33311138193333334,0.06666666666666667,0.65,0.8203740968,0.22921738573333333,0.5911567110666667
swap,margin,4,25,0,60,0.6198964266333334,0.30437166636666657,0.016666666666666666,0.7333333333333333,0.8543523382666668,0.23445591163333332,0.6198964266333334
swap,margin,4,50,0,60,0.6111669558666667,0.3131011371333333,0.03333333333333333,0.7666666666666667,0.8642429345166668,0.25307597865,0.6111669558666667
swap,margin,4,75,0,60,0.6067963906500001,0.3174717023499999,0.016666666666666666,0.6833333333333333,0.8363102748333334,0.2295138841833334,0.6067963906500001
swap,margin,4,100,0,60,0.6272114336833334,0.2970566593166666,0.03333333333333333,0.7833333333333333,0.8434032885999999,0.2161918549166667,0.6272114336833334
swap,margin,4,125,0,60,0.6424859114166667,0.28178218158333335,0.016666666666666666,0.7,0.8652787549333333,0.22279284351666667,0.6424859114166667
swap,margin,4,150,0,60,0.6758215834833333,0.2484465095166667,0.0,0.8666666666666667,0.8796360974,0.20381451391666666,0.6758215834833333
swap,margin,4,0,1,200,0.593575091975,0.330693001025,0.05,0.66,0.8234521831250001,0.22987709115000002,0.593575091975
swap,margin,4,150,1,200,0.657125551745,0.26714254125500003,0.01,0.785,0.86764970706,0.210524155315,0.657125551745
swap,margin,5,0,0,60,0.59118750945,0.33308058355000003,0.08333333333333333,0.7166666666666667,0.8524621402666667,0.2612746308166667,0.59118750945
swap,margin,5,25,0,60,0.6769681688833332,0.2472999241166668,0.016666666666666666,0.8,0.8788799569333333,0.20191178804999996,0.6769681688833332
swap,margin,5,50,0,60,0.6917724259499999,0.23249566705000013,0.03333333333333333,0.7666666666666667,0.8779658306666669,0.1861934047166667,0.6917724259499999
swap,margin,5,75,0,60,0.6483178106666665,0.2759502823333335,0.03333333333333333,0.8,0.86397661505,0.21565880438333332,0.6483178106666665
swap,margin,5,100,0,60,0.7034890044166666,0.2207790885833334,0.016666666666666666,0.8333333333333334,0.8847717907499999,0.18128278633333336,0.7034890044166666
swap,margin,5,125,0,60,0.7424310341999999,0.18183705880000012,0.0,0.9333333333333333,0.92914886495,0.18671783075000004,0.7424310341999999
swap,margin,5,150,0,60,0.7114921461999999,0.21277594680000012,0.0,0.8166666666666667,0.8748148040333334,0.1633226578333333,0.7114921461999999
swap,margin,5,0,1,200,0.6084072461,0.31586084690000005,0.035,0.7,0.8404098202100001,0.23200257411,0.6084072461
swap,margin,5,150,1,200,0.7126418472750001,0.21162624572499988,0.0,0.85,0.8943293504900001,0.181687503215,0.7126418472750001
