task,split,family,entry,auc,auc_lo,auc_hi,auc_rc,mcc,tpr1,clustercov1,missrun1,tpr10,clustercov10,n_test
splice_sites_all,cluster,trivial,trivial: kmer5,0.6601971950111766,0.6440055885567528,0.673576347905966,0.6588140469645754,0.1834474629295772,0.012909632571996,0.0162297128589263,252,0.1420059582919563,0.1722846441947565,2977
splice_sites_all,cluster,trivial,trivial: pwm,0.7932926959354925,0.78021221322383,0.8043467417223632,0.6842118092351485,0.4586950497421976,0.5541211519364448,0.6017478152309613,9,0.663356504468719,0.7066167290886392,2977
splice_sites_all,cluster,model,NT-v2-50M train-CV config (L9_mean),0.756171796927911,0.7430301097419998,0.7675899135074062,0.7194064200987382,0.3479174165438624,0.0635551142005958,0.0786516853932584,83,0.282025819265144,0.3146067415730337,2977
splice_sites_all,cluster,model,"NT-v2-50M final layer, mean (L12_mean)",0.7378906171546165,0.724765245854919,0.7500619918219965,0.6960482248353997,0.306093922359221,0.038728897715988,0.048689138576779,139,0.2413108242303873,0.2746566791510612,2977
splice_sites_all,cluster,model_oracle,NT-v2-50M best-of-9 ON TEST (L9_mean),0.756171796927911,0.7430301097419998,0.7675899135074062,0.7194064200987382,0.3479174165438624,0.0635551142005958,0.0786516853932584,83,0.282025819265144,0.3146067415730337,2977
splice_sites_all,cluster,model,HyenaDNA-small-32k train-CV config (L3_mean),0.7042300312348638,0.6888673278196005,0.7196350385019652,0.693238040146988,0.2646966688816722,0.0158887785501489,0.0199750312109862,256,0.1996027805362462,0.2284644194756554,2977
splice_sites_all,cluster,model,"HyenaDNA-small-32k final layer, mean (L4_mean)",0.6980720554712073,0.6850018121078386,0.7116274956832787,0.6907442365723471,0.2512935441849779,0.012909632571996,0.0162297128589263,311,0.1588877855014895,0.1835205992509363,2977
splice_sites_all,cluster,model_oracle,HyenaDNA-small-32k best-of-9 ON TEST (L3_mean),0.7042300312348638,0.6888673278196005,0.7196350385019652,0.693238040146988,0.2646966688816722,0.0158887785501489,0.0199750312109862,256,0.1996027805362462,0.2284644194756554,2977
splice_sites_all,cluster,model_positional,NT-v2-50M POST-HOC windowed readout (L6_win8),0.9376678441246764,0.9314227587749124,0.9437920661267032,0.9069130138333076,0.7128342716330462,0.5541211519364448,0.5942571785268415,12,0.8560079443892751,0.8726591760299626,2977
splice_sites_all,cluster,model_positional,HyenaDNA-small-32k POST-HOC windowed readout (L2_win8),0.8689207985890502,0.8599705414522661,0.8791148861925745,0.8569118313809572,0.5568746641988439,0.2681231380337636,0.3121098626716604,15,0.6911618669314796,0.7265917602996255,2977
