assay,seed,scorer,gate_auroc,passes_gate,true_yield,random_yield
AACC1_PSEAI_Dandage_2018,0,leaked_75pct,0.9906976744186047,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,1,honest_zero_shot,0.641860465116279,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,1,leaked_full,1.0,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,1,leaked_25pct,0.6651162790697674,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,1,leaked_50pct,0.8744186046511628,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,1,leaked_75pct,1.0,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,2,honest_zero_shot,0.6372093023255814,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,2,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,2,leaked_25pct,0.5348837209302326,False,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,2,leaked_50pct,0.9348837209302325,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,2,leaked_75pct,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,3,honest_zero_shot,0.7069767441860465,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,3,leaked_full,1.0,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,3,leaked_25pct,0.530232558139535,False,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,3,leaked_50pct,0.8744186046511628,True,0.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,3,leaked_75pct,1.0,True,1.0,0.4654877353108956
AACC1_PSEAI_Dandage_2018,4,honest_zero_shot,0.7069767441860466,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,4,leaked_full,1.0,True,0.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,4,leaked_25pct,0.6837209302325583,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,4,leaked_50pct,0.6,True,1.0,0.49286936679977184
AACC1_PSEAI_Dandage_2018,4,leaked_75pct,0.8837209302325582,True,1.0,0.49286936679977184
