assay,n_obs,seed,own,supplied
A4GRB6_PSEAI_Chen_2020,384,8,6.542857142857143,4.542857142857143
A4GRB6_PSEAI_Chen_2020,384,9,0.48051948051948057,4.48051948051948
A4GRB6_PSEAI_Chen_2020,384,10,8.532467532467532,3.5324675324675323
A4GRB6_PSEAI_Chen_2020,384,11,8.522077922077923,4.522077922077922
A4GRB6_PSEAI_Chen_2020,384,12,12.522077922077923,4.522077922077922
A4GRB6_PSEAI_Chen_2020,384,13,0.5116883116883117,4.511688311688312
A4GRB6_PSEAI_Chen_2020,384,14,6.542857142857143,3.5428571428571427
A4GRB6_PSEAI_Chen_2020,384,15,6.522077922077922,3.522077922077922
A4GRB6_PSEAI_Chen_2020,384,16,3.553246753246753,3.553246753246753
A4GRB6_PSEAI_Chen_2020,384,17,1.5324675324675325,3.5324675324675323
A4GRB6_PSEAI_Chen_2020,384,18,10.522077922077923,3.522077922077922
A4GRB6_PSEAI_Chen_2020,384,19,-0.4987012987012987,4.501298701298701
A4GRB6_PSEAI_Chen_2020,384,20,8.563636363636364,4.5636363636363635
A4GRB6_PSEAI_Chen_2020,384,21,8.542857142857143,3.5428571428571427
A4GRB6_PSEAI_Chen_2020,384,22,3.5116883116883115,4.511688311688312
A4GRB6_PSEAI_Chen_2020,384,23,11.501298701298701,4.501298701298701
A4GRB6_PSEAI_Chen_2020,384,24,6.5532467532467535,3.553246753246753
A4GRB6_PSEAI_Chen_2020,384,25,2.522077922077922,4.522077922077922
A4GRB6_PSEAI_Chen_2020,384,26,9.49090909090909,4.490909090909091
A4GRB6_PSEAI_Chen_2020,384,27,11.522077922077923,3.522077922077922
A4GRB6_PSEAI_Chen_2020,384,28,9.532467532467532,3.5324675324675323
A4GRB6_PSEAI_Chen_2020,384,29,-0.4779220779220779,3.522077922077922
A4GRB6_PSEAI_Chen_2020,384,30,5.542857142857143,2.5428571428571427
A4GRB6_PSEAI_Chen_2020,384,31,1.5116883116883117,4.511688311688312
A4GRB6_PSEAI_Chen_2020,384,32,13.542857142857143,2.5428571428571427
A4GRB6_PSEAI_Chen_2020,384,33,-0.4675324675324675,4.532467532467533
A4GRB6_PSEAI_Chen_2020,384,34,8.511688311688312,4.511688311688312
A4GRB6_PSEAI_Chen_2020,384,35,4.522077922077922,3.522077922077922
A4GRB6_PSEAI_Chen_2020,384,36,-0.509090909090909,4.490909090909091
A4GRB6_PSEAI_Chen_2020,384,37,13.553246753246754,4.5532467532467535
A4GRB6_PSEAI_Chen_2020,384,38,4.532467532467533,3.5324675324675323
A4GRB6_PSEAI_Chen_2020,384,39,4.490909090909091,4.490909090909091
AACC1_PSEAI_Dandage_2018,24,0,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,1,0.5407990996060776,0.5407990996060776
AACC1_PSEAI_Dandage_2018,24,2,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,3,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,4,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,5,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,6,1.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,7,0.5407990996060776,-0.45920090039392236
AACC1_PSEAI_Dandage_2018,24,8,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,9,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,10,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,11,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,12,-0.45920090039392236,0.5407990996060776
AACC1_PSEAI_Dandage_2018,24,13,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,14,-0.4321890827236916,0.5678109172763084
AACC1_PSEAI_Dandage_2018,24,15,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,16,2.513787281935847,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,17,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,18,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,19,1.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,20,1.5407990996060776,0.5407990996060776
AACC1_PSEAI_Dandage_2018,24,21,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,22,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,23,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,24,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,25,0.5407990996060776,0.5407990996060776
AACC1_PSEAI_Dandage_2018,24,26,-0.48621271806415306,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,27,3.513787281935847,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,28,1.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,29,-0.45920090039392236,0.5407990996060776
AACC1_PSEAI_Dandage_2018,24,30,0.5137872819358469,0.5137872819358469
AACC1_PSEAI_Dandage_2018,24,31,0.5137872819358469,0.5137872819358469
